,bathrooms,bedrooms,interest_level,num_photos,num_features,num_description_words,created_month,created_day,neighbourhood,price
11714,1.0,1,medium,4,2,65,6,21,Park Slope,2300
11734,1.0,0,low,6,2,42,6,29,North Side,2650
11814,1.0,3,low,0,2,108,6,29,Navy Yard,3750
11815,2.0,2,low,6,2,112,6,4,Gowanus,3000
11829,1.5,1,low,9,4,120,6,4,Bedford Stuyvesant,2795
11870,2.0,3,low,0,0,2,6,17,Greenpoint,3650
11884,1.5,1,low,0,4,4,6,21,Prospect Lefferts Gardens,3700
11892,2.0,3,low,10,3,35,6,16,Bushwick,3400
11910,2.0,4,medium,12,5,51,6,10,Bushwick,3600
11953,2.0,2,low,11,3,158,6,6,Cobble Hill,3600
12131,2.0,4,medium,12,3,42,6,9,Prospect Heights,4098
12134,2.0,3,high,14,4,76,6,8,Sunset Park,2495
12136,1.0,1,low,4,12,100,6,22,Dumbo,3620
12155,1.0,1,medium,5,4,137,6,15,Prospect Heights,2150
12175,1.0,2,high,5,3,63,6,1,Brooklyn Heights,2550
12179,1.0,0,low,4,14,119,6,24,Brooklyn Heights,2700
12202,1.0,0,low,1,2,82,6,5,Prospect Heights,2100
12220,1.0,3,low,8,2,85,6,10,Crown Heights,2295
12228,2.0,2,low,1,3,128,6,12,Downtown,3850
12257,1.0,1,low,4,7,353,6,4,North Side,4100
12289,1.0,0,high,3,9,29,6,1,Prospect Heights,1993
12302,1.0,2,medium,9,15,69,6,23,Downtown,2780
12345,1.0,2,low,9,10,97,6,26,Brighton Beach,2400
12354,2.0,3,low,6,1,54,6,16,Sunset Park,2200
12358,1.0,3,low,12,6,59,6,3,Bedford Stuyvesant,3400
12368,1.0,2,medium,9,3,27,6,28,Bedford Stuyvesant,2000
12371,1.0,2,low,11,2,22,6,16,Bushwick,2600
12424,1.0,1,medium,5,2,270,6,26,Prospect Lefferts Gardens,2300
12475,1.0,2,medium,4,3,180,6,28,Flatbush,1799
12482,1.0,1,medium,4,2,71,6,25,Windsor Terrace,1800
12489,1.0,2,low,13,7,129,6,22,South Side,2888
12510,1.0,0,medium,4,2,35,6,14,Brooklyn Heights,2100
12633,1.0,2,low,1,3,40,6,5,Midwood,2000
12642,1.0,3,low,5,1,207,6,24,East Williamsburg,2200
12644,1.0,3,medium,1,0,71,6,15,Bensonhurst,2200
12656,1.0,0,low,7,5,88,6,9,Prospect Heights,1965
12687,1.0,1,low,5,5,23,6,25,Brighton Beach,2200
12730,1.0,2,low,5,1,2,6,21,South Side,3150
12748,2.0,3,low,5,3,54,6,11,Clinton Hill,4695
12764,2.0,2,low,12,15,218,6,17,Downtown,5000
12825,1.0,2,low,11,2,22,6,16,Bushwick,2600
12832,1.0,1,high,3,2,31,6,12,Prospect Heights,2000
12835,2.0,3,low,13,4,234,6,2,Clinton Hill,4395
12855,1.0,2,low,7,0,40,6,2,Prospect Lefferts Gardens,2900
12905,0.0,1,low,0,0,9,6,12,Ocean Parkway,1600
13019,1.0,3,medium,7,5,88,6,21,Prospect Lefferts Gardens,2650
13102,2.0,4,medium,12,7,107,6,8,Flatbush,3250
13126,2.0,2,low,4,4,11,6,21,North Side,4845
13128,1.0,0,low,5,3,55,6,15,Cobble Hill,2250
13134,1.0,1,low,6,1,9,6,12,Park Slope,2900
13155,1.0,0,low,4,6,57,6,1,Brighton Beach,1425
13172,1.0,1,high,10,3,117,6,24,Greenpoint,1700
13200,1.0,2,medium,4,3,177,6,23,Prospect Heights,2679
13281,1.0,2,low,9,3,48,6,24,Broadway Junction,2550
13286,1.0,1,high,5,6,46,6,18,Prospect Heights,2099
13308,1.0,2,low,3,1,273,6,10,Clinton Hill,3000
13333,1.0,0,low,8,1,64,6,24,Brooklyn Heights,2225
13337,2.0,3,medium,13,3,186,6,9,Weeksville,2400
13354,1.0,1,medium,7,1,91,6,23,South Side,2750
13357,1.0,0,low,4,2,145,6,12,North Side,2704
13363,1.0,2,low,13,14,112,6,2,Dumbo,4975
13369,1.0,2,medium,11,2,125,6,19,Carroll Gardens,2700
13385,1.0,3,low,8,11,273,6,28,Downtown,4050
13391,1.0,3,low,4,0,32,6,11,Crown Heights,2800
13424,1.0,1,high,12,6,132,6,12,Prospect Heights,2475
13444,2.0,3,low,0,1,2,6,24,Greenpoint,3500
13493,1.0,0,low,6,9,122,6,26,Boerum Hill,2495
13521,1.0,1,medium,7,2,63,6,16,Crown Heights,1800
13545,1.0,1,low,1,4,35,6,15,North Side,2925
13559,2.0,3,low,7,16,58,6,8,Downtown,3625
13594,1.0,0,low,6,3,42,6,5,Brooklyn Heights,2950
13602,2.0,3,low,6,1,81,6,12,Park Slope,3900
13606,1.0,1,low,7,8,31,6,8,Dumbo,3514
13615,2.0,3,low,13,1,9,6,12,Park Slope,3900
13633,1.0,1,medium,9,3,168,6,12,North Side,4062
13644,1.0,1,low,8,3,61,6,6,Weeksville,2750
13651,1.0,1,low,3,1,194,6,29,Boerum Hill,3400
13694,1.0,2,low,8,2,52,6,22,South Side,3150
13709,1.0,2,low,8,1,178,6,27,East Williamsburg,2500
13714,1.0,0,medium,14,10,193,6,8,Bushwick,1895
13728,1.0,0,medium,5,4,261,6,7,Flatbush,1550
13732,2.0,2,low,10,2,18,6,29,Brooklyn Heights,4450
13756,1.0,2,low,2,3,25,6,18,South Side,3400
13791,1.0,2,low,9,2,101,6,21,Park Slope,3200
13792,1.0,2,high,9,15,69,6,23,Downtown,2850
13858,1.0,2,high,10,2,37,6,22,South Side,2600
13876,1.0,1,low,10,3,85,6,17,Prospect Heights,2800
13896,1.0,1,medium,3,3,118,6,21,Prospect Heights,1995
13912,1.0,3,low,12,3,42,6,16,Crown Heights,2700
13937,1.0,3,low,0,1,1,6,11,Broadway Junction,2700
13956,1.0,2,high,12,6,87,6,3,East Williamsburg,2800
14018,1.0,1,medium,3,0,42,6,3,Prospect Heights,1850
14077,1.0,2,low,8,4,10,6,3,North Side,4595
14093,2.0,2,low,14,1,216,6,11,Hunters Point,3058
14131,1.0,1,high,1,2,27,6,10,Bay Ridge,1425
14148,1.0,2,medium,4,3,78,6,10,South Side,3000
14157,1.0,1,low,7,17,164,6,21,Dumbo,3721
14194,1.0,2,high,2,4,57,6,16,Ocean Hill,1995
14219,1.0,0,low,14,10,194,6,8,Bushwick,2000
14238,2.0,2,low,19,6,309,6,21,Greenpoint,3551
14253,1.0,1,low,0,1,9,6,1,East Williamsburg,2150
14268,1.0,2,high,6,0,63,6,17,Weeksville,1800
14272,1.0,2,low,0,3,2,6,4,Bedford Stuyvesant,2950
14281,1.0,1,high,7,5,138,6,15,Carroll Gardens,3600
14287,1.0,1,medium,4,2,70,6,6,North Side,2795
14292,1.0,2,low,5,2,39,6,5,North Side,2950
14337,1.0,2,low,13,4,9,6,12,Dumbo,5346
14374,1.0,3,low,6,9,24,6,21,Crown Heights,3000
14420,1.0,1,low,9,3,54,6,16,Brooklyn Heights,3150
14464,1.0,0,low,3,12,15,6,10,Boerum Hill,2585
14549,1.0,1,low,7,2,204,6,24,North Side,2595
14557,1.0,0,low,5,6,14,6,15,Flatbush,1750
14564,1.0,2,high,5,1,84,6,16,Midwood,1950
14590,1.0,2,high,5,1,47,6,11,South Side,3050
14622,2.0,3,low,3,2,162,6,11,Downtown,5500
14652,1.0,3,low,13,2,58,6,9,Bedford Stuyvesant,3000
14659,2.0,3,medium,10,16,132,6,10,Downtown,5370
14662,1.0,0,low,37,3,9,6,21,Downtown,2810
14695,1.0,1,high,6,0,54,6,12,Dyker Heights,1425
14711,1.0,1,low,6,3,71,6,9,Clinton Hill,2200
14721,1.0,2,low,7,0,29,6,2,Greenpoint,2995
14768,1.0,3,low,3,2,33,6,14,Carroll Gardens,3000
14779,1.0,3,low,1,2,67,6,16,Park Slope,3600
14798,1.0,2,low,8,4,107,6,21,Bedford Stuyvesant,2250
14801,1.0,3,medium,7,10,46,6,23,Prospect Heights,2499
14853,1.0,3,low,2,1,41,6,17,Brownsville,2100
14859,1.0,0,low,10,14,147,6,21,North Side,2799
14866,1.0,2,low,8,2,203,6,9,Fort Greene,2500
14897,1.0,4,low,11,4,134,6,18,Prospect Heights,3500
14963,1.0,1,low,10,0,190,6,4,Bedford Stuyvesant,1899
14998,1.0,1,medium,6,2,95,6,11,Park Slope,2450
15030,2.0,3,low,5,2,43,6,13,Ocean Hill,2300
15038,1.0,1,low,6,2,98,6,24,Bushwick,2500
15055,1.0,1,high,5,0,53,6,25,Park Slope,1900
15073,1.0,3,medium,10,4,61,6,11,Flatbush,2200
15094,1.0,1,low,0,3,83,6,20,Prospect Heights,1995
15113,1.0,3,low,8,1,166,6,4,Prospect Heights,2275
15147,1.0,2,low,0,4,1,6,29,Windsor Terrace,3200
15152,2.0,2,low,3,2,141,6,4,Downtown,3850
15156,1.0,3,medium,1,2,48,6,12,Weeksville,2100
15158,1.0,2,low,3,4,115,6,29,Brooklyn Heights,3500
15179,1.0,2,low,8,9,28,6,15,Dumbo,4935
15240,1.0,0,low,0,3,1,6,23,Cobble Hill,2250
15264,1.0,3,high,7,1,57,6,5,Bedford Stuyvesant,1800
15288,1.0,1,low,5,10,101,6,3,Clinton Hill,2050
15291,1.0,3,low,4,0,32,6,16,Crown Heights,2800
15318,1.0,1,medium,7,0,63,6,20,Prospect Heights,1795
15370,1.0,3,low,10,3,114,6,16,Ocean Hill,2550
15406,1.0,3,low,12,10,71,6,8,Ocean Hill,3400
15468,2.0,3,low,8,0,52,6,22,Prospect Heights,2900
15478,1.0,1,high,4,5,30,6,11,Gravesend,1575
15508,1.0,3,medium,8,1,60,6,17,Sunset Park,2000
15529,2.0,3,low,11,2,28,6,8,Bay Ridge,2700
15648,2.0,2,low,9,12,76,6,28,Wingate,2450
15658,1.0,2,high,4,2,7,6,5,New Lots,1400
15709,1.0,2,low,9,4,180,6,21,Red Hook,2500
15733,1.0,0,low,6,3,49,6,14,Cobble Hill,2250
15739,1.0,2,low,7,3,61,6,28,Brooklyn Heights,3500
15761,1.0,2,medium,7,1,85,6,10,Bushwick,2000
15765,1.0,1,low,6,3,47,6,16,North Side,3200
15807,1.0,1,low,6,7,26,6,11,Downtown,3260
15830,1.0,2,low,8,2,9,6,11,Prospect Lefferts Gardens,2631
15843,1.0,2,medium,10,5,66,6,16,East Williamsburg,2400
15847,1.0,2,medium,7,2,112,6,3,Park Slope,3475
15872,1.0,3,low,4,4,175,6,16,Prospect Heights,3600
15901,1.0,1,low,4,1,19,6,14,North Side,2600
15941,1.0,1,low,5,8,175,6,21,North Side,3250
15990,1.0,1,low,5,3,4,6,21,Bedford Stuyvesant,2860
16020,1.0,2,high,4,3,165,6,8,Bedford Stuyvesant,2000
16043,1.0,0,medium,5,2,54,6,4,Brooklyn Heights,2150
16055,1.0,1,medium,3,6,194,6,23,Navy Yard,3300
16080,1.0,2,low,12,8,152,6,2,Downtown,6000
16090,1.0,0,low,4,7,128,6,14,Brooklyn Heights,2350
16097,1.0,1,medium,1,3,109,6,1,Park Slope,1950
16116,2.0,3,medium,11,2,28,6,8,Bay Ridge,2400
16134,1.0,1,low,9,8,69,6,1,Downtown,2800
16192,2.0,2,low,15,14,267,6,29,North Side,4810
16210,1.0,1,medium,0,3,28,6,4,Brighton Beach,1625
16253,1.0,1,medium,8,13,119,6,24,Downtown,2795
16256,1.0,3,low,5,7,129,6,14,Prospect Lefferts Gardens,3575
16347,1.0,1,low,11,4,106,6,27,Boerum Hill,3388
16354,1.0,2,medium,9,2,120,6,16,East Williamsburg,2495
16373,1.0,0,medium,5,0,71,6,12,Crown Heights,1500
16384,2.0,3,low,12,5,49,6,26,Bedford Stuyvesant,3200
16409,1.0,2,low,8,1,77,6,11,Prospect Park South,2050
16412,1.0,0,low,10,11,138,6,7,Downtown,2800
16423,1.5,3,low,4,5,73,6,8,Clinton Hill,3795
16430,1.0,3,low,1,3,103,6,23,Bedford Stuyvesant,2890
16458,1.0,1,low,1,3,144,6,15,Downtown,2995
16489,1.0,1,high,13,1,139,6,21,Weeksville,1800
16506,2.0,3,low,9,3,110,6,23,Ocean Hill,2500
16520,1.0,1,medium,6,2,34,6,21,Park Slope,2584
16539,1.0,1,medium,5,3,58,6,22,Bensonhurst,1550
16578,1.0,2,low,6,3,30,6,14,Windsor Terrace,1925
16617,1.0,1,medium,7,3,269,6,22,Madison,1524
16638,2.0,2,low,6,8,82,6,7,Brooklyn Heights,4450
16647,2.0,2,low,9,5,93,6,22,Clinton Hill,4400
16654,1.0,0,low,7,2,74,6,28,East Williamsburg,2200
16656,1.0,1,medium,6,3,58,6,2,Prospect Heights,1995
16696,1.0,0,low,7,6,9,6,12,Boerum Hill,2325
16744,1.0,1,low,7,5,90,6,15,North Side,3929
16853,1.0,1,low,3,3,20,6,24,North Side,2900
16858,1.0,1,low,13,3,77,6,3,North Side,4550
16869,1.0,1,low,7,6,57,6,4,Homecrest,1775
16897,1.0,2,high,9,3,24,6,12,Sunset Park,2000
16941,1.0,2,low,7,5,129,6,8,Prospect Lefferts Gardens,2800
16966,2.0,3,low,5,1,182,6,8,Ocean Hill,2800
17001,1.0,2,medium,5,0,34,6,1,Greenpoint,2600
17018,1.0,2,low,5,1,110,6,22,East Williamsburg,2995
17022,1.0,1,low,4,3,173,6,11,East Williamsburg,2677
17035,1.0,1,medium,10,8,142,6,9,South Side,2940
17076,1.0,3,medium,5,1,44,6,14,Park Slope,4000
17092,1.0,0,low,6,15,101,6,6,Downtown,2499
17115,1.0,1,low,0,4,1,6,29,Prospect Lefferts Gardens,2375
17157,1.0,2,low,8,3,89,6,21,Park Slope,3100
17172,1.0,3,low,3,1,101,6,2,Bedford Stuyvesant,2650
17183,2.0,2,low,6,4,77,6,5,Crown Heights,3000
17194,1.0,2,low,6,1,70,6,23,Fort Hamilton,2395
17203,1.0,0,low,10,0,112,6,12,Boerum Hill,6000
17298,1.0,1,low,5,2,55,6,24,Windsor Terrace,3100
17335,1.0,1,low,8,7,29,6,29,Downtown,3015
17340,2.0,2,low,9,4,97,6,2,Bedford Stuyvesant,2950
17374,1.0,2,medium,14,2,80,6,21,Ocean Hill,1900
17376,2.0,2,low,6,5,111,6,9,Downtown,3631
17430,1.0,3,medium,6,2,100,6,2,Bushwick,2400
17435,1.0,2,medium,5,1,60,6,25,North Side,2799
17450,1.0,4,low,5,3,38,6,15,East Williamsburg,3900
17453,1.0,3,low,9,4,62,6,21,Carroll Gardens,5000
17467,1.0,2,high,8,4,15,6,3,Ocean Hill,1900
17470,1.0,2,medium,6,2,45,6,5,Ridgewood,2125
17494,1.0,0,medium,11,6,235,6,12,North Side,2492
17501,1.0,1,medium,9,3,26,6,28,Windsor Terrace,2000
17502,1.0,1,low,0,2,2,6,21,North Side,3400
17575,1.0,1,low,0,3,3,6,21,Bedford Stuyvesant,2475
17602,1.0,1,low,6,0,61,6,10,North Side,5300
17619,1.0,1,medium,6,2,163,6,15,Prospect Heights,2400
17641,2.0,3,low,12,2,79,6,21,Sunset Park,2700
17663,2.0,2,medium,9,2,35,6,20,Bushwick,1900
17675,1.0,2,low,0,1,1,6,21,Greenpoint,2800
17678,1.0,0,low,4,5,85,6,16,North Side,2600
17754,1.0,2,high,7,4,154,6,12,North Side,4015
17869,1.0,2,medium,5,5,126,6,13,Park Slope,3000
17880,2.0,2,high,7,2,73,6,4,Bushwick,1900
17906,1.0,1,low,4,4,182,6,6,East Williamsburg,2000
17907,1.0,0,low,4,6,28,6,25,Boerum Hill,2842
17922,1.0,3,low,9,3,9,6,12,Prospect Heights,3600
17940,1.0,0,low,10,3,9,6,15,Brooklyn Heights,2425
17963,1.0,2,high,10,3,77,6,2,Weeksville,1900
17976,1.0,2,low,8,6,57,6,21,Sunset Park,2350
17998,1.0,0,high,4,3,50,6,2,Clinton Hill,1595
18001,1.0,1,low,4,6,53,6,12,Clinton Hill,3350
18006,1.0,2,medium,8,4,94,6,10,Prospect Lefferts Gardens,3000
18012,2.0,3,low,5,3,44,6,16,Sunset Park,2395
18060,1.0,2,low,21,2,9,6,12,Bay Ridge,2000
18088,1.0,0,low,9,3,36,6,26,North Side,2740
18093,1.0,2,low,8,2,128,6,24,Greenpoint,2895
18097,1.0,3,low,5,1,9,6,15,Park Slope,3650
18137,2.0,2,medium,12,13,110,6,6,Downtown,3695
18187,1.0,0,medium,6,1,37,6,10,Brooklyn Heights,1800
18206,1.0,1,low,12,3,108,6,12,Brooklyn Heights,2650
18227,2.0,2,low,37,3,9,6,12,Downtown,4570
18237,2.0,3,low,6,4,135,6,5,Bedford Stuyvesant,3495
18242,1.0,0,medium,5,5,103,6,2,South Side,2500
18244,1.0,3,low,4,4,49,6,16,Kensington,2300
18294,1.0,0,low,6,1,26,6,20,Brooklyn Heights,2150
18314,1.0,0,low,3,2,32,6,13,Brooklyn Heights,2625
18328,2.0,2,low,0,0,16,6,12,Clinton Hill,4400
18336,2.0,4,low,11,4,112,6,28,Prospect Lefferts Gardens,4495
18358,1.0,2,low,6,2,69,6,16,Park Slope,2750
18414,1.0,2,high,4,0,64,6,12,Downtown,2900
18497,1.0,0,low,12,3,45,6,24,Bushwick,2200
18527,2.0,2,low,6,9,169,6,24,Prospect Lefferts Gardens,3750
18582,2.0,1,low,14,3,9,6,16,Dumbo,5066
18605,1.0,3,low,4,6,31,6,4,Prospect Heights,3500
18616,1.0,1,low,4,4,46,6,12,Dumbo,3560
18651,1.0,2,high,14,1,9,6,11,Sunset Park,2400
18680,1.0,0,low,11,4,51,6,12,Downtown,2495
18691,1.0,1,low,5,4,9,6,12,Cobble Hill,4295
18769,1.0,2,medium,5,7,113,6,10,South Side,4500
18869,1.5,1,low,9,2,143,6,9,Red Hook,2800
18884,2.0,3,low,8,0,162,6,21,Windsor Terrace,5200
18921,1.0,1,medium,10,0,136,6,28,Prospect Heights,1875
18932,1.0,1,medium,6,5,93,6,5,Greenpoint,3000
19070,1.0,2,low,7,1,66,6,14,Clinton Hill,2400
19112,1.0,1,medium,7,0,109,6,11,Bay Ridge,1595
19121,1.0,3,low,7,2,57,6,7,Bushwick,3200
19141,1.0,3,high,8,1,44,6,28,Williamsburg,3895
19156,1.0,1,high,6,4,37,6,6,Bedford Stuyvesant,2000
19169,1.0,1,low,4,6,4,6,24,Bedford Stuyvesant,2150
19171,1.0,1,low,12,5,137,6,4,East Williamsburg,3050
19186,1.0,2,medium,3,8,130,6,3,East Williamsburg,2495
19209,2.0,2,low,4,1,31,6,22,Clinton Hill,2900
19334,2.0,2,low,16,3,234,6,17,Clinton Hill,3643
19336,1.0,1,low,7,2,71,6,21,North Side,3295
19339,1.0,1,low,0,2,1,6,9,Prospect Lefferts Gardens,2250
19437,1.0,2,medium,13,6,35,6,28,Bedford Stuyvesant,2200
19439,1.0,1,medium,7,3,9,6,12,Prospect Park South,2200
19545,1.0,0,high,3,2,20,6,10,Wingate,1350
19554,2.0,2,low,11,0,74,6,2,Bay Ridge,2850
19581,1.0,1,low,3,0,76,6,12,Cobble Hill,2100
19588,1.0,3,low,4,0,85,6,6,Fort Greene,4000
19596,1.0,1,low,7,1,43,6,10,Brooklyn Heights,2695
19615,1.0,2,medium,3,3,82,6,25,Greenpoint,2595
19637,1.0,3,low,7,2,49,6,4,Ocean Hill,2900
19647,1.0,3,medium,16,0,9,6,12,Cypress Hills,2000
19658,2.0,2,low,16,4,31,6,15,Sunset Park,2325
19710,1.0,3,low,7,10,46,6,23,Prospect Heights,2498
19722,1.0,1,high,2,3,31,6,17,Ditmas Park,1525
19729,1.0,2,medium,3,5,24,6,21,Gowanus,2700
19787,1.0,3,medium,1,2,50,6,12,Weeksville,2100
19805,1.0,1,low,7,5,54,6,2,Carroll Gardens,2400
19891,1.0,1,medium,7,3,82,6,28,Bushwick,1875
19937,3.0,4,low,8,7,91,6,8,Ocean Hill,4200
19948,1.0,2,low,2,5,109,6,14,Prospect Heights,2795
19985,1.0,1,medium,3,4,61,6,1,Bay Ridge,1850
20035,1.0,1,low,0,3,9,6,10,Kensington,2000
20043,1.0,1,low,10,2,63,6,28,Greenpoint,2749
20123,1.0,2,low,4,4,98,6,11,Bushwick,2650
20138,1.0,0,high,3,2,67,6,21,Park Slope,1700
20156,1.5,3,medium,4,4,76,6,2,Flatbush,2175
20173,1.0,2,high,1,0,46,6,15,Sunset Park,1600
20222,1.0,3,low,7,0,33,6,12,Bushwick,3200
20237,1.0,1,medium,4,4,97,6,21,Park Slope,2750
20242,1.0,1,low,6,1,93,6,22,Clinton Hill,2200
20257,2.0,3,low,9,2,268,6,12,Prospect Lefferts Gardens,4431
20260,1.0,0,high,5,0,71,6,11,Crown Heights,1500
20284,1.0,3,low,4,3,48,6,8,Park Slope,3400
20289,1.0,3,low,8,0,55,6,5,Crown Heights,2999
20301,1.0,2,medium,6,2,57,6,1,South Side,2699
20303,1.0,3,low,9,3,52,6,6,Clinton Hill,2750
20319,1.0,1,high,9,0,9,6,28,Windsor Terrace,2000
20347,1.0,1,low,3,0,98,6,12,Clinton Hill,3375
20386,1.0,3,low,8,5,95,6,21,Bushwick,3850
20481,2.0,2,low,22,7,335,6,22,Downtown,5665
20488,2.0,2,low,37,3,9,6,15,Downtown,4205
20538,1.0,0,high,5,2,97,6,5,East Flatbush,1195
20551,2.0,3,low,0,0,12,6,12,Bushwick,2850
20579,1.0,2,low,0,2,2,6,10,Williamsburg,2900
20589,1.0,3,low,8,4,37,6,14,Bushwick,2350
20621,1.0,1,low,0,1,13,6,25,Prospect Heights,2400
20635,1.0,2,low,8,3,49,6,27,Broadway Junction,2600
20703,1.0,3,low,8,3,54,6,25,Ocean Hill,3400
20714,1.0,1,medium,9,4,121,6,11,Weeksville,1900
20734,2.0,4,medium,4,6,99,6,2,Park Slope,5000
20754,1.0,1,medium,4,0,76,6,21,South Side,1750
20801,1.0,0,medium,10,3,40,6,25,Kensington,1675
20815,1.0,2,low,4,2,30,6,13,Williamsburg,2900
20857,1.0,0,low,8,5,40,6,5,Ocean Hill,2200
20941,1.0,2,low,9,2,39,6,14,Bushwick,2250
20977,1.0,0,low,7,5,87,6,1,Cobble Hill,2250
20981,1.0,1,low,7,3,9,6,6,Brooklyn Heights,2850
20991,1.0,2,medium,3,2,18,6,8,Rugby,1800
20997,1.0,3,medium,8,5,29,6,29,Ocean Hill,2450
20999,1.0,2,low,5,2,83,6,23,Bushwick,2400
21013,1.0,3,low,5,0,27,6,11,Crown Heights,2600
21018,1.0,1,low,7,1,63,6,10,Greenpoint,3100
21066,1.0,1,low,4,6,27,6,28,Downtown,3089
21076,1.0,2,low,12,5,125,6,16,Bay Ridge,2575
21080,1.0,0,low,11,7,28,6,11,Downtown,3055
21113,1.0,2,low,0,7,106,6,29,Williamsburg,3700
21123,1.0,0,low,4,5,3,6,7,Ocean Parkway,1725
21172,1.0,0,low,37,3,9,6,12,Downtown,2805
21176,1.0,1,low,4,4,81,6,9,Prospect Park South,2200
21203,1.0,1,low,5,7,110,6,29,Dumbo,3565
21205,1.0,0,low,8,0,122,6,3,Downtown,2200
21217,1.0,2,low,1,0,45,6,21,Park Slope,3400
21219,1.0,1,low,34,3,105,6,15,Downtown,3075
21228,1.0,1,low,5,9,23,6,29,Dumbo,4284
21248,1.0,2,low,1,5,197,6,1,Boerum Hill,3600
21266,1.0,1,low,0,1,1,6,23,Crown Heights,1640
21295,1.0,0,medium,15,9,183,6,23,Downtown,2450
21312,1.0,2,low,9,3,82,6,4,Prospect Park South,1950
21366,2.0,4,medium,5,3,99,6,16,Greenpoint,4950
21379,1.0,1,low,7,9,201,6,4,Downtown,3000
21402,1.0,1,low,7,4,15,6,1,Clinton Hill,2715
21438,1.0,2,high,9,0,64,6,7,Bensonhurst,1750
21460,2.0,2,low,4,7,32,6,23,Brooklyn Heights,4477
21497,1.0,0,medium,8,13,145,6,14,North Side,2800
21516,1.0,3,medium,0,0,44,6,9,East New York,1950
21535,1.0,1,medium,6,1,189,6,24,North Side,2600
21537,1.0,1,low,2,1,106,6,24,Ocean Hill,1700
21546,2.0,2,low,6,6,62,6,8,Weeksville,2799
21577,1.0,0,low,0,4,1,6,4,Brooklyn Heights,2100
21616,1.0,2,medium,8,6,128,6,28,Crown Heights,2399
21665,1.0,0,low,10,3,55,6,13,Clinton Hill,2950
21713,1.0,2,low,4,8,333,6,28,South Side,3850
21728,1.0,1,medium,3,3,118,6,11,Park Slope,2150
21732,1.0,1,low,5,1,134,6,29,Greenpoint,2300
21772,1.0,2,medium,9,0,9,6,11,Sunset Park,1900
21774,1.0,2,medium,5,2,197,6,15,Boerum Hill,3600
21781,1.0,2,low,8,4,62,6,12,Brooklyn Heights,3500
21799,1.5,3,low,15,3,65,6,7,Ocean Hill,2995
21845,1.0,1,high,4,0,75,6,11,Crown Heights,1550
21891,1.0,1,low,0,1,4,6,18,Bedford Stuyvesant,2500
21905,1.0,2,high,9,3,84,6,21,North Side,2495
21975,1.0,1,low,9,0,16,6,12,Ocean Hill,2200
21992,1.0,2,low,10,7,268,6,23,Bedford Stuyvesant,2090
22008,1.0,2,low,5,7,44,6,28,Weeksville,2300
22036,1.0,1,medium,8,9,85,6,3,Brighton Beach,1995
22099,1.0,3,high,5,1,49,6,25,North Side,2899
22105,1.0,1,medium,5,3,143,6,12,East Williamsburg,2700
22111,2.0,2,low,7,5,128,6,25,North Side,5630
22113,1.0,2,low,6,3,173,6,17,Brooklyn Heights,3500
22125,1.0,2,medium,10,5,40,6,13,Bedford Stuyvesant,2250
22135,1.0,3,low,7,3,48,6,2,Bedford Stuyvesant,2600
22149,1.0,2,high,10,0,58,6,12,Dyker Heights,1750
22164,2.5,3,low,0,4,126,6,8,Brooklyn Heights,7070
22192,1.0,0,low,10,4,9,6,15,Dumbo,3348
22231,1.0,2,medium,1,2,35,6,16,Bushwick,2300
22238,2.0,2,medium,10,3,182,6,23,Crown Heights,3000
22255,1.0,2,low,6,3,33,6,29,Bushwick,2250
22302,1.0,2,low,6,10,256,6,3,Greenpoint,3395
22314,1.0,2,low,3,3,125,6,27,Brooklyn Heights,3400
22350,1.0,1,low,6,1,56,6,21,Dyker Heights,1435
22372,1.0,1,low,2,1,34,6,23,Brooklyn Heights,2100
22448,1.0,1,medium,3,2,26,6,9,Brooklyn Heights,2675
22450,1.0,2,medium,6,1,45,6,24,North Side,2450
22453,1.0,2,low,8,2,288,6,11,Prospect Lefferts Gardens,2631
22463,1.0,1,medium,7,3,79,6,14,Prospect Heights,2000
22471,1.0,3,low,4,1,46,6,15,East Williamsburg,2495
22472,1.0,1,low,5,10,126,6,16,East Williamsburg,3095
22521,1.0,1,low,16,5,154,6,11,Downtown,3350
22584,3.5,4,low,24,5,39,6,8,Fort Greene,11000
22599,1.0,1,medium,7,2,41,6,4,Windsor Terrace,1900
22602,3.5,4,low,9,13,355,6,7,Ocean Hill,4200
22615,1.0,0,medium,6,6,96,6,12,Brooklyn Heights,2550
22650,1.0,0,low,8,4,8,6,7,Cobble Hill,2050
22702,1.0,1,high,10,1,69,6,27,Fort Greene,2450
22716,1.0,2,low,9,6,71,6,13,Williamsburg,3700
22729,1.0,1,low,8,5,137,6,23,North Side,3450
22741,0.0,0,low,1,0,191,6,12,Bay Ridge,8333
22743,1.0,0,low,9,1,37,6,14,Brooklyn Heights,2125
22756,1.0,1,low,6,7,41,6,16,Hunters Point,3349
22758,1.0,1,low,0,3,2,6,21,East Williamsburg,2295
22760,1.0,1,low,6,6,136,6,6,South Side,3025
22800,1.0,4,medium,10,0,70,6,16,Prospect Heights,3500
22908,1.5,3,low,7,6,95,6,11,Clinton Hill,3200
22951,1.0,0,low,3,4,79,6,7,Downtown,2565
22955,1.0,2,medium,1,0,76,6,1,Sunset Park,2000
22979,1.0,1,high,8,3,222,6,2,Windsor Terrace,1850
22987,1.0,2,medium,6,3,95,6,24,Greenpoint,2650
